Jun 26 03:00:17 rx10025878 syslogd: restart
Jun 26 03:00:20 rx10025878 syslogd: restart
Jun 26 03:00:23 rx10025878 syslogd: restart
Jun 26 03:00:25 rx10025878 syslogd: restart
Jun 26 03:00:28 rx10025878 syslogd: restart
Jun 26 03:00:30 rx10025878 syslogd: restart
Jun 26 03:00:33 rx10025878 syslogd: restart
Jun 26 03:00:36 rx10025878 syslogd: restart
Jun 26 03:00:36 nto CI: INFO	logrotate.sh	/mnt/sd/statuslog.csv.0002 has 10000000 bytes => log rotation 
Jun 26 05:41:40 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:41:49 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:41:49 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 754.367432 VdcLimit: 735.508240 VdcEnd: 732.338013 
Jun 26 05:41:49 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:41:54 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:41:54 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 752.545471 VdcLimit: 733.731812 VdcEnd: 730.234375 
Jun 26 05:41:54 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:42:00 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:42:00 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 751.881714 VdcLimit: 733.084656 VdcEnd: 731.375488 
Jun 26 05:42:00 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:42:10 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:42:10 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 751.595581 VdcLimit: 732.805664 VdcEnd: 731.196472 
Jun 26 05:42:10 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:42:28 nto CI: INFO	statistics	statistics: write: 20 statistics jobs in 873 ms - 43 ms/job
Jun 26 05:42:49 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:42:50 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 757.244751 VdcLimit: 738.313660 VdcEnd: 737.712158 
Jun 26 05:42:50 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:42:54 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:42:55 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 757.321533 VdcLimit: 738.388489 VdcEnd: 736.936218 
Jun 26 05:42:55 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:43:00 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:43:01 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 757.355591 VdcLimit: 738.421692 VdcEnd: 738.167725 
Jun 26 05:43:01 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:43:10 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:43:11 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 756.090271 VdcLimit: 737.187988 VdcEnd: 736.789673 
Jun 26 05:43:11 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:43:50 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:43:50 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 758.576904 VdcLimit: 739.612488 VdcEnd: 739.551697 
Jun 26 05:43:50 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:43:55 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:43:55 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 761.471802 VdcLimit: 742.434998 VdcEnd: 741.088135 
Jun 26 05:43:55 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:44:01 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:44:01 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 759.202271 VdcLimit: 740.222229 VdcEnd: 736.667236 
Jun 26 05:44:01 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:44:11 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:44:11 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 758.639038 VdcLimit: 739.673035 VdcEnd: 739.152710 
Jun 26 05:44:11 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:44:50 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:44:51 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 763.130371 VdcLimit: 744.052124 VdcEnd: 742.679199 
Jun 26 05:44:51 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:44:56 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:44:56 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 762.504578 VdcLimit: 743.441956 VdcEnd: 741.668945 
Jun 26 05:44:56 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:45:02 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:45:02 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 740 Idc: 0 Pdc: 156 Pac: 11 IdLim: 0.00 Phi: 0.00 
Jun 26 05:45:02 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 761.703857 VdcLimit: 742.661255 VdcEnd: 740.454041 
Jun 26 05:45:02 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:45:02 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 761 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:45:03 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:45:12 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:45:12 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 761.144714 VdcLimit: 742.116089 VdcEnd: 742.113159 
Jun 26 05:45:12 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:45:51 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:45:51 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 766.172546 VdcLimit: 747.018250 VdcEnd: 746.147156 
Jun 26 05:45:51 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:45:56 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:45:57 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 763.753906 VdcLimit: 744.660034 VdcEnd: 744.256348 
Jun 26 05:45:57 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:46:02 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:46:02 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 763.363037 VdcLimit: 744.278992 VdcEnd: 742.535400 
Jun 26 05:46:02 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:46:12 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:46:13 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 763.180725 VdcLimit: 744.101196 VdcEnd: 743.850952 
Jun 26 05:46:13 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:46:41 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 766 Idc: 0 Pdc: 0 Pac: 1 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:46:41 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:46:41 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 387 vL23: 387 vL31: 387 f: 50.03 
Jun 26 05:46:41 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 763 Idc: 0 Pdc: 116 Pac: 6 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:46:41 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:46:41 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 387 vL23: 386 vL31: 387 f: 50.03 
Jun 26 05:46:41 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 764 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:46:41 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:46:41 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 387 vL23: 386 vL31: 387 f: 50.02 
Jun 26 05:46:41 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 764 Idc: 0 Pdc: 70 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:46:41 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:46:41 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 387 vL23: 386 vL31: 387 f: 50.03 
Jun 26 05:46:52 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:46:52 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 767.361572 VdcLimit: 748.177551 VdcEnd: 746.631165 
Jun 26 05:46:52 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:46:57 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:46:57 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 764.737183 VdcLimit: 745.618774 VdcEnd: 745.010132 
Jun 26 05:46:57 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:47:03 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:47:03 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 765.266113 VdcLimit: 746.134460 VdcEnd: 744.930786 
Jun 26 05:47:03 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:47:13 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:47:13 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 764.454224 VdcLimit: 745.342896 VdcEnd: 744.960938 
Jun 26 05:47:13 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:47:52 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:47:52 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 770.032715 VdcLimit: 750.781921 VdcEnd: 748.029968 
Jun 26 05:47:53 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:47:57 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:47:58 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 765.394653 VdcLimit: 746.259766 VdcEnd: 745.924927 
Jun 26 05:47:58 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:48:01 nto CI: INFO	statistics	statistics: write: 24 day chart jobs in 795 ms - 33 ms/job
Jun 26 05:48:03 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:48:04 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 767.743164 VdcLimit: 748.549561 VdcEnd: 747.220032 
Jun 26 05:48:04 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:48:13 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:48:24 nto PU4: INFO	PuMaster	Startup Sub FSM State: READY_TO_CLOSE_AC_CONTACTOR 
Jun 26 05:48:24 nto PU1: INFO	IuMaster	Send Cmd: CONNECT_TO_GRID to PU: 4 
Jun 26 05:48:24 nto PU4: INFO	PuMaster	Startup Sub FSM State: GRID_CONNECTION 
Jun 26 05:48:28 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateBothContactorClosed 
Jun 26 05:48:28 nto PU4: INFO	System	CLog1 500 ms: 20002 Vdc: 683 Idc: 2 Pdc: 1848 Pac: 1587 IdLim: 0.00 Phi: 0.00 
Jun 26 05:48:28 nto PU4: INFO	PuMaster	Startup Sub FSM State: MAINS_OPERATION 
Jun 26 05:48:28 nto PU4: INFO	PuMaster	MainsOperation FSM State: READY_FOR_FEED_IN 
Jun 26 05:48:28 nto PU4: INFO	System	StatusGenerator: statuscode: 104 subcodeBit: none objectId: 0 
Jun 26 05:48:28 nto PU4: INFO	System	CLog1 500 ms: 20023 Vdc: 767 Idc: 0 Pdc: 131 Pac: 34 IdLim: 0.00 Phi: 0.00 
Jun 26 05:48:29 nto PU1: INFO	IuMaster	Send Cmd: START_FEED_IN to PU: 4 
Jun 26 05:48:29 nto PU4: INFO	PuMaster	MainsOperation FSM State: START_FEED_IN 
Jun 26 05:48:29 nto PU4: INFO	System	StatusGenerator: statuscode: 112 subcodeBit: none objectId: 0 
Jun 26 05:48:30 nto PU4: DEBUG	Mppt	TrackingMaster: activated 
Jun 26 05:48:30 nto PU4: DEBUG	Mppt	System Event:0 
Jun 26 05:48:30 nto PU4: DEBUG	Mppt	StartupTracker: RUNNING Current Power: 1145 Current Voltage: 737 
Jun 26 05:48:30 nto PU4: INFO	PuMaster	MainsOperation FSM State: FEED_IN 
Jun 26 05:48:30 nto PU4: INFO	System	CLog1 500 ms: 20008 Vdc: 738 Idc: 1 Pdc: 1147 Pac: 759 IdLim: 1.00 Phi: 0.00 
Jun 26 05:48:30 nto PU4: INFO	System	StatusGenerator: statuscode: 6 subcodeBit: none objectId: 0 
Jun 26 05:48:30 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20008   INVERTER SUBCODE 0   RunLevel 0   StatusCodePriority 6
Jun 26 05:48:37 nto PU4: DEBUG	Mppt	StartupTracker: COMPLETED 
Jun 26 05:48:37 nto PU4: DEBUG	Mppt	SlowHsiaoChenTracker: RUNNING Current Power: 1998 Current Voltage: 625 
Jun 26 05:48:53 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:48:53 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 772.965515 VdcLimit: 753.641357 VdcEnd: 752.895752 
Jun 26 05:48:53 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:48:58 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:49:04 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:49:04 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 769.619995 VdcLimit: 750.379517 VdcEnd: 746.684204 
Jun 26 05:49:04 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:49:08 nto PU2: INFO	PuMaster	Startup Sub FSM State: READY_TO_CLOSE_AC_CONTACTOR 
Jun 26 05:49:09 nto PU1: INFO	IuMaster	Send Cmd: CONNECT_TO_GRID to PU: 2 
Jun 26 05:49:09 nto PU2: INFO	PuMaster	Startup Sub FSM State: GRID_CONNECTION 
Jun 26 05:49:12 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 701 Idc: 2 Pdc: 1617 Pac: 245 IdLim: 0.00 Phi: 0.00 
Jun 26 05:49:12 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateBothContactorClosed 
Jun 26 05:49:12 nto PU2: INFO	PuMaster	Startup Sub FSM State: MAINS_OPERATION 
Jun 26 05:49:12 nto PU2: INFO	PuMaster	MainsOperation FSM State: READY_FOR_FEED_IN 
Jun 26 05:49:12 nto PU2: INFO	System	StatusGenerator: statuscode: 104 subcodeBit: none objectId: 0 
Jun 26 05:49:13 nto PU2: INFO	System	CLog1 500 ms: 20023 Vdc: 770 Idc: 0 Pdc: 72 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:49:14 nto PU1: INFO	IuMaster	Send Cmd: START_FEED_IN to PU: 2 
Jun 26 05:49:14 nto PU2: INFO	PuMaster	MainsOperation FSM State: START_FEED_IN 
Jun 26 05:49:14 nto PU2: INFO	System	StatusGenerator: statuscode: 112 subcodeBit: none objectId: 0 
Jun 26 05:49:14 nto PU2: INFO	System	CLog1 500 ms: 20003 Vdc: 783 Idc: 0 Pdc: 0 Pac: 0 IdLim: 1.00 Phi: 0.00 
Jun 26 05:49:14 nto PU2: DEBUG	Mppt	TrackingMaster: activated 
Jun 26 05:49:14 nto PU2: DEBUG	Mppt	System Event:0 
Jun 26 05:49:14 nto PU2: DEBUG	Mppt	StartupTracker: RUNNING Current Power: 0 Current Voltage: 778 
Jun 26 05:49:14 nto PU2: INFO	PuMaster	MainsOperation FSM State: FEED_IN 
Jun 26 05:49:14 nto PU2: INFO	System	StatusGenerator: statuscode: 6 subcodeBit: none objectId: 0 
Jun 26 05:49:23 nto PU2: DEBUG	Mppt	StartupTracker: COMPLETED 
Jun 26 05:49:23 nto PU2: DEBUG	Mppt	SlowHsiaoChenTracker: RUNNING Current Power: 1800 Current Voltage: 661 
Jun 26 05:49:53 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:49:54 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 775.263245 VdcLimit: 755.881653 VdcEnd: 755.623169 
Jun 26 05:49:54 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:50:03 nto CI: INFO	OSLog1	MEM: 63587536 12996608 7190212 PROC:  
Jun 26 05:50:04 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:50:05 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 770.709839 VdcLimit: 751.442078 VdcEnd: 749.892212 
Jun 26 05:50:05 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:50:19 nto CI: INFO	statistics	statistics: write: 5 statistics jobs in 313 ms - 62 ms/job
Jun 26 05:50:54 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:50:55 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 777.390869 VdcLimit: 757.956116 VdcEnd: 757.905334 
Jun 26 05:50:55 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:51:05 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:51:05 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 770.487000 VdcLimit: 751.224854 VdcEnd: 751.092041 
Jun 26 05:51:05 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:51:42 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 779 Idc: 0 Pdc: 0 Pac: 6 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:51:42 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 19 tDc: 23 
Jun 26 05:51:42 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 386 vL23: 386 vL31: 386 f: 50.00 
Jun 26 05:51:42 nto PU4: INFO	System	PLog1 300000 ms: 0 20008 Vdc: 630 Idc: 3 Pdc: 2417 Pac: 1946 Wh: 162 IdLim: 1.00 Phi: 0.00 
Jun 26 05:51:42 nto PU4: INFO	System	PLog2 300000 ms: tL1: 20 tL2: 20 tL3: 20 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:51:42 nto PU4: INFO	System	PLog3 300000 ms: iL1: 3 iL2: 3 iL3: 2 vL12: 387 vL23: 387 vL31: 387 f: 49.99 
Jun 26 05:51:43 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 771 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:51:43 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 37 tAc: 20 tDc: 23 
Jun 26 05:51:43 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 387 vL23: 387 vL31: 387 f: 50.00 
Jun 26 05:51:43 nto PU2: INFO	System	PLog1 300000 ms: 0 20008 Vdc: 645 Idc: 3 Pdc: 2078 Pac: 1788 Wh: 149 IdLim: 1.00 Phi: 0.00 
Jun 26 05:51:43 nto PU2: INFO	System	PLog2 300000 ms: tL1: 20 tL2: 20 tL3: 20 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:51:43 nto PU2: INFO	System	PLog3 300000 ms: iL1: 2 iL2: 2 iL3: 2 vL12: 387 vL23: 387 vL31: 387 f: 49.99 
Jun 26 05:51:55 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:52:05 nto PU1: INFO	PuMaster	Startup Sub FSM State: READY_TO_CLOSE_AC_CONTACTOR 
Jun 26 05:52:05 nto PU1: INFO	IuMaster	Send Cmd: CONNECT_TO_GRID to PU: 1 
Jun 26 05:52:05 nto PU1: INFO	PuMaster	Startup Sub FSM State: GRID_CONNECTION 
Jun 26 05:52:06 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:52:06 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 771.299377 VdcLimit: 752.016907 VdcEnd: 750.554260 
Jun 26 05:52:06 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:52:09 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 664 Idc: 3 Pdc: 2264 Pac: 2517 IdLim: 0.00 Phi: 0.00 
Jun 26 05:52:09 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateBothContactorClosed 
Jun 26 05:52:09 nto PU1: INFO	PuMaster	Startup Sub FSM State: MAINS_OPERATION 
Jun 26 05:52:09 nto PU1: INFO	PuMaster	MainsOperation FSM State: READY_FOR_FEED_IN 
Jun 26 05:52:09 nto PU1: INFO	System	StatusGenerator: statuscode: 104 subcodeBit: none objectId: 0 
Jun 26 05:52:09 nto PU1: INFO	System	CLog1 500 ms: 20023 Vdc: 780 Idc: 0 Pdc: 0 Pac: 357 IdLim: 0.00 Phi: 0.00 
Jun 26 05:52:11 nto PU1: INFO	IuMaster	Send Cmd: START_FEED_IN to PU: 1 
Jun 26 05:52:11 nto PU1: INFO	PuMaster	MainsOperation FSM State: START_FEED_IN 
Jun 26 05:52:11 nto PU1: INFO	System	StatusGenerator: statuscode: 112 subcodeBit: none objectId: 0 
Jun 26 05:52:11 nto PU1: INFO	System	CLog1 500 ms: 20003 Vdc: 801 Idc: 0 Pdc: 0 Pac: 0 IdLim: 1.00 Phi: 0.00 
Jun 26 05:52:11 nto PU1: DEBUG	Mppt	TrackingMaster: activated 
Jun 26 05:52:11 nto PU1: DEBUG	Mppt	System Event:0 
Jun 26 05:52:11 nto PU1: DEBUG	Mppt	StartupTracker: RUNNING Current Power: 0 Current Voltage: 790 
Jun 26 05:52:11 nto PU1: INFO	PuMaster	MainsOperation FSM State: FEED_IN 
Jun 26 05:52:11 nto PU1: INFO	System	StatusGenerator: statuscode: 6 subcodeBit: none objectId: 0 
Jun 26 05:52:19 nto PU1: DEBUG	Mppt	StartupTracker: COMPLETED 
Jun 26 05:52:19 nto PU1: DEBUG	Mppt	SlowHsiaoChenTracker: RUNNING Current Power: 2264 Current Voltage: 672 
Jun 26 05:53:06 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:53:07 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 776.353760 VdcLimit: 756.944946 VdcEnd: 756.384644 
Jun 26 05:53:07 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:54:07 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:54:07 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 758 Idc: 0 Pdc: 333 Pac: 8 IdLim: 0.00 Phi: 0.00 
Jun 26 05:54:07 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 779.346741 VdcLimit: 759.863098 VdcEnd: 758.312256 
Jun 26 05:54:07 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:54:08 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 780 Idc: 0 Pdc: 3 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:54:28 nto CI: INFO	statistics	statistics: write: 20 statistics jobs in 774 ms - 38 ms/job
Jun 26 05:55:03 nto CI: INFO	OSLog1	MEM: 63587536 12996608 7190212 PROC:  
Jun 26 05:55:07 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:55:08 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 782.968506 VdcLimit: 763.394287 VdcEnd: 761.921875 
Jun 26 05:55:08 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:56:08 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:56:08 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 784.686768 VdcLimit: 765.069580 VdcEnd: 763.293701 
Jun 26 05:56:08 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:56:44 nto PU4: INFO	System	PLog1 300000 ms: 0 20008 Vdc: 644 Idc: 4 Pdc: 2889 Pac: 2656 Wh: 221 IdLim: 1.00 Phi: 0.00 
Jun 26 05:56:44 nto PU4: INFO	System	PLog2 300000 ms: tL1: 21 tL2: 21 tL3: 21 tCb: 37 tAc: 20 tDc: 23 
